parent_id	result_id	system	version	claim	metric_scope	qualifying_basis	primary_source	artifact_status	disposition_code	disposition	source_card
2606.18946	2606.18946:senflow-no-cl	SenFlow without contrastive learning	SenFlow without contrastive learning	Tables 2 and 5; POGER AUC 0.938, SeqXGPT up to 0.950, SenDetEX macro F1 0.924, SenFlow 0.940, and each named SenFlow ablation has macro F1 0.922-0.935	Tables 2 and 5; POGER AUC 0.938, SeqXGPT up to 0.950, SenDetEX macro F1 0.924, SenFlow 0.940, and each named SenFlow ablation has macro F1 0.922-0.935	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.18946	The SOTA Macro-F1 claim is for sentence labeling inside hybrid documents, not general document-level binary detection.	reject_scope	named sentence-level sequential/graph detector or SenFlow component-ablation state. The SOTA Macro-F1 claim is for sentence labeling inside hybrid documents, not general document-level binary detection.	Full-text source 2606.18946
2606.18946	2606.18946:senflow-no-tcn	SenFlow without TCN	SenFlow without TCN	Tables 2 and 5; POGER AUC 0.938, SeqXGPT up to 0.950, SenDetEX macro F1 0.924, SenFlow 0.940, and each named SenFlow ablation has macro F1 0.922-0.935	Tables 2 and 5; POGER AUC 0.938, SeqXGPT up to 0.950, SenDetEX macro F1 0.924, SenFlow 0.940, and each named SenFlow ablation has macro F1 0.922-0.935	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.18946	The SOTA Macro-F1 claim is for sentence labeling inside hybrid documents, not general document-level binary detection.	reject_scope	named sentence-level sequential/graph detector or SenFlow component-ablation state. The SOTA Macro-F1 claim is for sentence labeling inside hybrid documents, not general document-level binary detection.	Full-text source 2606.18946
2606.07313	2606.07313:gpt-neo-logreg-all	SV-Detect GPT-Neo-2.7B LogReg/all	SV-Detect GPT-Neo-2.7B LogReg/all	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	reconstruction_only	steering-vector representation from the named probe LM, pool, and downstream rule. Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	Full-text source 2606.07313
2606.07313	2606.07313:gpt-neo-logreg-trimmed	SV-Detect GPT-Neo-2.7B LogReg/trimmed	SV-Detect GPT-Neo-2.7B LogReg/trimmed	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	reconstruction_only	steering-vector representation from the named probe LM, pool, and downstream rule. Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	Full-text source 2606.07313
2606.07313	2606.07313:qwen3-1.7b	SV-Detect Qwen3-1.7B	SV-Detect Qwen3-1.7B	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	reconstruction_only	steering-vector representation from the named probe LM, pool, and downstream rule. Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	Full-text source 2606.07313
2606.07313	2606.07313:qwen3-1.7b-base	SV-Detect Qwen3-1.7B-Base	SV-Detect Qwen3-1.7B-Base	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	reconstruction_only	steering-vector representation from the named probe LM, pool, and downstream rule. Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	Full-text source 2606.07313
2606.07313	2606.07313:gemma3-1b-pt	SV-Detect Gemma3-1B pretrained	SV-Detect Gemma3-1B pretrained	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	reconstruction_only	steering-vector representation from the named probe LM, pool, and downstream rule. Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	Full-text source 2606.07313
2606.07313	2606.07313:gemma3-1b-it	SV-Detect Gemma3-1B instruction-tuned	SV-Detect Gemma3-1B instruction-tuned	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	reconstruction_only	steering-vector representation from the named probe LM, pool, and downstream rule. Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	Full-text source 2606.07313
2606.07313	2606.07313:llama2-mean-all	SV-Detect Llama-2-7B Mean/all	SV-Detect Llama-2-7B Mean/all	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	reconstruction_only	steering-vector representation from the named probe LM, pool, and downstream rule. Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	Full-text source 2606.07313
2606.07313	2606.07313:llama2-mean-trimmed	SV-Detect Llama-2-7B Mean/trimmed	SV-Detect Llama-2-7B Mean/trimmed	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	reconstruction_only	steering-vector representation from the named probe LM, pool, and downstream rule. Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	Full-text source 2606.07313
2606.07313	2606.07313:llama2-logreg-all	SV-Detect Llama-2-7B LogReg/all	SV-Detect Llama-2-7B LogReg/all	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	reconstruction_only	steering-vector representation from the named probe LM, pool, and downstream rule. Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	Full-text source 2606.07313
2606.07313	2606.07313:llama2-logreg-trimmed	SV-Detect Llama-2-7B LogReg/trimmed	SV-Detect Llama-2-7B LogReg/trimmed	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	reconstruction_only	steering-vector representation from the named probe LM, pool, and downstream rule. Near-perfect matched-family AUROC is supervised and the release omits trained steering directions and classifier state.	Full-text source 2606.07313
2606.07313	2606.07313:polish-only	SV-Detect MIRAGE polish-only fitted state	SV-Detect MIRAGE polish-only fitted state	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	This separately fitted MIRAGE state has high in-task AUROC, but no exact frozen fitted state, transferable low-FPR calibration, or fixed two-A6000 near-Binoculars timing is released.	retain_reject	the SV-Detect steering-vector classifier separately fitted on MIRAGE polish examples only. This separately fitted MIRAGE state has high in-task AUROC, but no exact frozen fitted state, transferable low-FPR calibration, or fixed two-A6000 near-Binoculars timing is released.	Full-text source 2606.07313
2606.07313	2606.07313:three-task	SV-Detect MIRAGE three-task fitted state	SV-Detect MIRAGE three-task fitted state	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	backbone Table 2, COLING Tables 5-6, and MIRAGE Table 9; every backbone or separately fitted polish-only/three-task state has a development, test, or DetectRL AUROC >=0.90, while official COLING F1 can be 0.740	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.07313	This separately fitted MIRAGE state has high in-task AUROC, but no exact frozen fitted state, transferable low-FPR calibration, or fixed two-A6000 near-Binoculars timing is released.	retain_reject	the SV-Detect steering-vector classifier separately fitted on MIRAGE generate, polish, and rewrite examples. This separately fitted MIRAGE state has high in-task AUROC, but no exact frozen fitted state, transferable low-FPR calibration, or fixed two-A6000 near-Binoculars timing is released.	Full-text source 2606.07313
2606.04177	2606.04177:linguistic-svm	Linguistic-feature SVM	Linguistic-feature SVM	Tables 2-15; the proposed linguistic-feature SVM reaches AUROC 0.968 in-domain and 0.907-0.945 in held-out settings, while the distinct MAGE baseline remains separately embedded	Tables 2-15; the proposed linguistic-feature SVM reaches AUROC 0.968 in-domain and 0.907-0.945 in held-out settings, while the distinct MAGE baseline remains separately embedded	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.04177	The paper's linear SVM reaches 0.968 AUROC in-domain and 0.907-0.945 under held-out tests, but F1 falls to 0.588-0.827 and no frozen detector state, low-FPR row, or timing is public.	retain_reject	support-vector machine over the paper's fixed linguistic feature representation. The paper's linear SVM reaches 0.968 AUROC in-domain and 0.907-0.945 under held-out tests, but F1 falls to 0.588-0.827 and no frozen detector state, low-FPR row, or timing is public.	Full-text source 2606.04177
2606.02158	2606.02158:uncertainty	Uncertainty	Uncertainty	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	Strong AUROC and public code lack a like-for-like Binoculars row and a complete length, batch, and timing basis.	retain_reject	selective low-probability-token local/global uncertainty statistic. Strong AUROC and public code lack a like-for-like Binoculars row and a complete length, batch, and timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:uncertainty-plus	Uncertainty++	Uncertainty++	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	Strong AUROC and public code lack a like-for-like Binoculars row and a complete length, batch, and timing basis.	retain_reject	selective low-probability-token local/global uncertainty statistic. Strong AUROC and public code lack a like-for-like Binoculars row and a complete length, batch, and timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:likelihood	Likelihood comparator	Likelihood comparator	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	retain_reject	mean token likelihood under the scoring language model. This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:logrank	LogRank comparator	LogRank comparator	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	retain_reject	mean token log-rank under the scoring language model. This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:detectlrr	DetectLRR comparator	DetectLRR comparator	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	retain_reject	the DetectLLM likelihood-to-log-rank-ratio statistic. This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:lastde	Lastde comparator	Lastde comparator	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	retain_reject	the Lastde local-subsequence statistic over token-probability series. This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:detectgpt	DetectGPT comparator	DetectGPT comparator	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	exclude_multi_perturbation	DetectGPT scoring over multiple masked-and-filled perturbations of the target text. This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:detectnpr	DetectNPR comparator	DetectNPR comparator	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	exclude_multi_perturbation	DetectLLM normalized perturbed log-rank over multiple target-text perturbations. This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:dnagpt	DNA-GPT comparator	DNA-GPT comparator	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	exclude_regeneration	DNA-GPT scoring over generated continuations. This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:fastdetectgpt	Fast-DetectGPT comparator	Fast-DetectGPT comparator	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	retain_reject	the FastDetectGPT conditional-probability-curvature statistic. This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:lastde-plus	Lastde++ comparator	Lastde++ comparator	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	retain_reject	the Lastde++ local-subsequence statistic over token-probability series. This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:without-low-probability	Uncertainty without low-probability feature	Uncertainty without low-probability feature	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	retain_reject	the proposed local/global uncertainty statistic with its low-probability-token feature removed. This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	Full-text source 2606.02158
2606.02158	2606.02158:without-entropy	Uncertainty without entropy feature	Uncertainty without entropy feature	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Tables 1-5 and 12-16; both proposed scores, nine named comparison detectors, and the two named feature ablations have an AUROC/TPR >=0.90 on at least one model/domain cell, with lower paraphrase/cross-domain averages	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.02158	This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	retain_reject	the proposed local/global uncertainty statistic with its entropy feature removed. This named table state has a qualifying slice, but the paper supplies no separately frozen state, transferable low-FPR and cross-distribution calibration, or fixed two-A6000 near-Binoculars timing basis.	Full-text source 2606.02158
2606.00402	2606.00402:l2d-knockoff	Knockoff-calibrated L2D	Knockoff-calibrated L2D	Table 2; L2D and ImBD knockoff variants have detection power >=0.90 on at least one generator/q cell; power is not document AUROC	Table 2; L2D and ImBD knockoff variants have detection power >=0.90 on at least one generator/q cell; power is not document AUROC	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.00402	The framework expressly converts rewrite-based detectors and therefore remains outside the no-rewriting method boundary.	exclude_rewriting	distribution-free knockoff filter applied to the named rewrite detector's target/rewrite score. The framework expressly converts rewrite-based detectors and therefore remains outside the no-rewriting method boundary.	Full-text source 2606.00402
2606.00402	2606.00402:imbd-knockoff	Knockoff-calibrated ImBD	Knockoff-calibrated ImBD	Table 2; L2D and ImBD knockoff variants have detection power >=0.90 on at least one generator/q cell; power is not document AUROC	Table 2; L2D and ImBD knockoff variants have detection power >=0.90 on at least one generator/q cell; power is not document AUROC	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.00402	The framework expressly converts rewrite-based detectors and therefore remains outside the no-rewriting method boundary.	exclude_rewriting	distribution-free knockoff filter applied to the named rewrite detector's target/rewrite score. The framework expressly converts rewrite-based detectors and therefore remains outside the no-rewriting method boundary.	Full-text source 2606.00402
2606.00016	2606.00016:cnn	AEyeDE CNN	AEyeDE CNN	Tables 1-4 and attack/external Tables 5-9; every named architecture/arrangement and the released SuperAnnotate RoBERTa comparator exceed 0.90 F1 or AUC on at least one cell, with weaker unified/transfer results	Tables 1-4 and attack/external Tables 5-9; every named architecture/arrangement and the released SuperAnnotate RoBERTa comparator exceed 0.90 F1 or AUC on at least one cell, with weaker unified/transfer results	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.00016	Attention attribution lacks a released detector state and fixed low-FPR, 2,048-token A6000 comparison.	retain_reject	CNN over proxy attention-attribution maps, optionally concatenated with text, under the named training arrangement. Attention attribution lacks a released detector state and fixed low-FPR, 2,048-token A6000 comparison.	Full-text source 2606.00016
2606.00016	2606.00016:cnn-text	AEyeDE CNN+text	AEyeDE CNN+text	Tables 1-4 and attack/external Tables 5-9; every named architecture/arrangement and the released SuperAnnotate RoBERTa comparator exceed 0.90 F1 or AUC on at least one cell, with weaker unified/transfer results	Tables 1-4 and attack/external Tables 5-9; every named architecture/arrangement and the released SuperAnnotate RoBERTa comparator exceed 0.90 F1 or AUC on at least one cell, with weaker unified/transfer results	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2606.00016	Attention attribution lacks a released detector state and fixed low-FPR, 2,048-token A6000 comparison.	retain_reject	CNN over proxy attention-attribution maps, optionally concatenated with text, under the named training arrangement. Attention attribution lacks a released detector state and fixed low-FPR, 2,048-token A6000 comparison.	Full-text source 2606.00016
