parent_id	parent_published	parent_title	result_id	system	version	claim	metric_scope	qualifying_basis	primary_source	artifact_status	disposition_code	disposition	source_card	class_definition
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:bernoulli-nb	BernoulliNB	study-fitted HC3 lexical classifier	0.90 in-domain accuracy and 0.617 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy reaches the threshold	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted classifier, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	The threshold-equal matched result and 0.617 transfer accuracy lack the state and general evidence needed for a candidate screen.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:binoculars	Binoculars	author-role bias audit	0.927 average TPR at 5% FPR	Table 15 overall across generators	Aggregate fixed-FPR metric exceeds 0.90	https://arxiv.org/abs/2401.12070	Official public implementation is already preserved as the incumbent control.	existing_control	The aggregate supports Binoculars' strength while subgroup variability remains the subject of the bias audit; no new detector is introduced.	Embedded source card E19	already assessed public method retained only as a control
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:chatgpt-roberta	RoBERTa-base ChatGPT detector	HC3 checkpoint	Up to 0.940 subgroup TPR, versus 0.745 overall mean	Five-percent-FPR Tables 15-19	One subgroup fixed-FPR cell exceeds 0.90	https://arxiv.org/abs/2301.13852	A public HC3-trained Hugging Face state exists, but it is an older single-corpus classifier rather than a new release from this study.	retain_reject	The high matched subgroup cell accompanies a 0.745 overall mean and supplies no new general transfer, calibration, or speed evidence.	Embedded source card E19	individually reviewed result fails one or more fixed evidence gates
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:decision-tree	DecisionTreeClassifier	study-fitted HC3 lexical classifier	0.96 in-domain accuracy and 0.435 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted tree, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	The matched score reverses to 0.435 out of domain, so easy hardware fit cannot substitute for generalization or artifact evidence.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:detectgpt	DetectGPT	bias-audit implementation	Up to 0.990 subgroup TPR, versus 0.784 overall mean	Five-percent-FPR Tables 15-19	One or more generator/subgroup fixed-FPR cells exceed 0.90	https://arxiv.org/abs/2301.11305	Primary method and public implementation are available; inference aggregates many perturbed target variants.	exclude_multi_perturbation	The defining multi-perturbation inference violates the method gate, and high subgroup cells coexist with a weak 0.784 overall mean.	Embedded source card E19	inference aggregates multiple target perturbations
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:extra-tree	ExtraTreeClassifier	study-fitted HC3 lexical classifier	0.91 in-domain accuracy and 0.582 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted tree, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	A barely qualifying matched cell and 0.582 transfer accuracy do not justify reconstructing an unfrozen detector for deployment screening.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:extra-trees	ExtraTreesClassifier	study-fitted HC3 lexical classifier	0.99 in-domain accuracy and 0.770 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted classifier, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	The high matched score remains a study fit with much weaker transfer and no frozen operating point, artifact, or deployment measurement.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:fastdetectgpt	FastDetectGPT	bias-audit implementation	0.967 TPR on Qwen2.5-72B and up to 0.919 subgroup mean, versus 0.894 overall mean	Five-percent-FPR Tables 15-19	Generator and subgroup fixed-FPR metrics exceed 0.90	https://arxiv.org/abs/2310.05130	Official implementation is already preserved and assessed as a DW1 comparison control.	existing_control	High generator/subgroup cells are explicit, but the sub-0.90 overall mean and older fixed evidence introduce no newer candidate or conclusion change.	Embedded source card E19	already assessed public method retained only as a control
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:gltr	GLTR	GPT-2 token-rank implementation	0.939 TPR on Qwen2.5-72B and up to 0.987 on a subgroup, versus 0.783 overall mean	Five-percent-FPR Tables 15-19	Generator and subgroup fixed-FPR metrics exceed 0.90	https://aclanthology.org/P19-3019/	Primary code is public; this token-rank visualization/score introduces no new frozen detector state or calibrated deployment package.	retain_reject	High generator cells with a 0.783 overall mean and absent broad transfer, threshold package, and timing cannot support a newest replacement.	Embedded source card E19	individually reviewed result fails one or more fixed evidence gates
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:gradient-boosting	GradientBoostingClassifier	study-fitted HC3 lexical classifier	0.95 in-domain accuracy and 0.432 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted classifier, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	The high in-domain value reverses below chance out of domain and provides no scientific basis for a new fit or speed screen.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:linear-discriminant-analysis	LinearDiscriminantAnalysis	study-fitted HC3 lexical classifier	0.98 in-domain accuracy and 0.654 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted classifier, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	The small-state capacity is irrelevant because matched accuracy falls to 0.654 out of domain and the exact fitted detector is absent.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:linear-svc	LinearSVC	study-fitted HC3 lexical classifier	0.98 in-domain accuracy and 0.582 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted classifier, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	The simple model may fit two A6000s trivially, but 0.582 transfer accuracy and absent fitted state make a speed screen scientifically meaningless.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:logistic-regression	LogisticRegression	study-fitted HC3 lexical classifier	0.97 in-domain accuracy and 0.578 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted classifier, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	The matched 0.97 result collapses to 0.578 out of domain; no reconstruction is warranted solely to confirm trivial compute fit.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:mlp-classifier	MLPClassifier	study-fitted HC3 lexical classifier	0.99 in-domain accuracy and 0.568 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted MLP, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	Near-perfect in-domain accuracy collapses to 0.568 out of domain and lacks a frozen state, low-FPR row, and comparable speed.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:radar	RADAR	bias-audit checkpoint	Up to 0.909 subgroup TPR, versus 0.690 overall mean	Five-percent-FPR Tables 15-19	One subgroup fixed-FPR cell exceeds 0.90	https://arxiv.org/abs/2307.03838	Primary paper, official source, and public checkpoint are preserved as an older adversarially trained control.	existing_control	The isolated 0.909 subgroup cell and 0.690 overall mean do not alter RADAR's existing bounded disposition or establish a newest replacement.	Embedded source card E19	already assessed public method retained only as a control
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:random-forest	RandomForestClassifier	study-fitted HC3 lexical classifier	0.98 in-domain accuracy and 0.633 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted forest, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	The high matched result drops to 0.633 out of domain and supplies no frozen state or fixed low-FPR and deployment evidence.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:voting-classifier	VotingClassifier	study-fitted HC3 lexical ensemble	0.97 in-domain accuracy and 0.568 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted voting ensemble, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	A high matched HC3 score with 0.568 transfer accuracy and no state or low-FPR row cannot justify reconstructing an ensemble.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	2502.12611:xgb-classifier	XGBClassifier	study-fitted HC3 lexical classifier	0.99 in-domain accuracy and 0.545 out-of-domain aggregate accuracy	HC3 Figure 42 and ICNALE-plus-LLM Figure 43	In-domain test accuracy exceeds 0.90	https://arxiv.org/abs/2502.12611	Official study code/data are public, but no immutable fitted classifier, feature pipeline bundle, threshold, or timing is released.	reconstruction_only	Near-perfect matched HC3 accuracy collapses out of domain; reconstructing a handcrafted state cannot establish general low-FPR performance or speed.	Embedded source card E19	only a non-paper-state reconstruction can be built
2502.15654	2025-02-21	Machine-generated text detection prevents language model collapse	2502.15654:deberta-v3	DeBERTa-v3	MAGE fine-tune	0.971 in-distribution and 0.817 out-of-distribution AUC	Model-collapse detector Table 2	In-distribution aggregate AUC exceeds 0.90	https://arxiv.org/abs/2502.15654	Training recipe is public; the paper's DeBERTa-v3 detector state is not released.	retain_reject	The strong matched result collapses out of distribution and cannot be reproduced as a frozen paper state or compared at fixed speed.	Embedded source card E18	individually reviewed result fails one or more fixed evidence gates
2502.15654	2025-02-21	Machine-generated text detection prevents language model collapse	2502.15654:mage-longformer	MAGE Longformer	cited benchmark detector	0.99 in-distribution and 0.94 out-of-distribution AUC	MAGE comparison reported beside Table 2	Both cited aggregate AUC values exceed 0.90	https://aclanthology.org/2024.acl-long.3/	Primary public MAGE detector is a 2024 comparison baseline, not a new state released by this paper.	existing_control	The cited result predates the target window and is not an embedded new candidate; it remains visible as a benchmark control.	Embedded source card E18	already assessed public method retained only as a control
2502.15654	2025-02-21	Machine-generated text detection prevents language model collapse	2502.15654:modernbert	ModernBERT	public MAGE fine-tune	0.986 in-distribution and 0.943 out-of-distribution AUC	Model-collapse detector Table 2	Both aggregate AUC values exceed 0.90	https://huggingface.co/GeorgeDrayson/modernbert-ai-detection	Immutable Apache-2.0 checkpoint 08f218f and official code are preserved and screened at 2,048 tokens.	retain_reject	Measured evaluation AUROC is 0.8337 and locally calibrated one-percent-FPR TPR is 0.0063, far below both stored comparators despite a 0.3007-second two-A6000 batch.	Embedded source card E18	individually reviewed result fails one or more fixed evidence gates
2502.15654	2025-02-21	Machine-generated text detection prevents language model collapse	2502.15654:roberta	RoBERTa	MAGE fine-tune	0.982 in-distribution and 0.846 out-of-distribution AUC	Model-collapse detector Table 2	In-distribution aggregate AUC exceeds 0.90	https://arxiv.org/abs/2502.15654	Training recipe is public; the paper's RoBERTa detector state is not released.	retain_reject	The strong matched result collapses out of distribution and cannot be reproduced as a frozen paper state or compared at fixed speed.	Embedded source card E18	individually reviewed result fails one or more fixed evidence gates
2503.15044	2025-03-19	SPADE: Structured Prompting Augmentation for Dialogue Enhancement in Machine-Generated Text Detection	2503.15044:logistic-regression	Logistic Regression	SPADE binary classifiers	0.9734 mean macro F1 across four dialogue tasks	SPADE Table 3 aggregate computed from published rows	Aggregate mean exceeds 0.90	https://arxiv.org/abs/2503.15044	Feature recipe is described; no fitted logistic-regression artifact is released.	reject_scope	High within-task dialogue results fall under cross-dataset transfer and lack a frozen state, general-document evidence, or timing.	Embedded source card E17	result is restricted to a language, domain, task, or metric outside DW1
2503.15044	2025-03-19	SPADE: Structured Prompting Augmentation for Dialogue Enhancement in Machine-Generated Text Detection	2503.15044:mlp	MLP	SPADE binary classifiers	0.9704 mean macro F1 across four dialogue tasks	SPADE Table 3 aggregate computed from published rows	Aggregate mean exceeds 0.90	https://arxiv.org/abs/2503.15044	Feature recipe is described; no fitted MLP artifact is released.	reject_scope	High within-task dialogue results fall under cross-dataset transfer and lack a frozen state, general-document evidence, or timing.	Embedded source card E17	result is restricted to a language, domain, task, or metric outside DW1
2503.15044	2025-03-19	SPADE: Structured Prompting Augmentation for Dialogue Enhancement in Machine-Generated Text Detection	2503.15044:random-forest	Random Forest	SPADE binary classifiers	0.9609 mean macro F1 across four dialogue tasks	SPADE Table 3 aggregate computed from published rows	Aggregate mean exceeds 0.90	https://arxiv.org/abs/2503.15044	Feature recipe is described; no fitted random-forest artifact is released.	reject_scope	High within-task dialogue results fall under cross-dataset transfer and lack a frozen state, general-document evidence, or timing.	Embedded source card E17	result is restricted to a language, domain, task, or metric outside DW1
2503.15044	2025-03-19	SPADE: Structured Prompting Augmentation for Dialogue Enhancement in Machine-Generated Text Detection	2503.15044:roberta	RoBERTa	SPADE binary classifiers	0.9542 mean macro F1 across four dialogue tasks	SPADE Table 3 aggregate computed from published rows	Aggregate mean exceeds 0.90	https://arxiv.org/abs/2503.15044	Training description is public; no official trained dialogue detector checkpoint is released.	reject_scope	High within-task dialogue results fall under cross-dataset transfer and lack a frozen state, general-document evidence, or timing.	Embedded source card E17	result is restricted to a language, domain, task, or metric outside DW1
2503.15044	2025-03-19	SPADE: Structured Prompting Augmentation for Dialogue Enhancement in Machine-Generated Text Detection	2503.15044:svm	SVM	SPADE binary classifiers	0.9705 mean macro F1 across four dialogue tasks	SPADE Table 3 aggregate computed from published rows	Aggregate mean exceeds 0.90	https://arxiv.org/abs/2503.15044	Feature recipe is described; no fitted SVM artifact is released.	reject_scope	High within-task dialogue results fall under cross-dataset transfer and lack a frozen state, general-document evidence, or timing.	Embedded source card E17	result is restricted to a language, domain, task, or metric outside DW1
2503.15044	2025-03-19	SPADE: Structured Prompting Augmentation for Dialogue Enhancement in Machine-Generated Text Detection	2503.15044:xgboost	XGBoost	SPADE binary classifiers	0.9196 mean macro F1 across four dialogue tasks	SPADE Table 3 aggregate computed from published rows	Aggregate mean exceeds 0.90	https://arxiv.org/abs/2503.15044	Feature recipe is described; no fitted XGBoost artifact is released.	reject_scope	High within-task dialogue results fall under cross-dataset transfer and lack a frozen state, general-document evidence, or timing.	Embedded source card E17	result is restricted to a language, domain, task, or metric outside DW1
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:chatgpt-detector	ChatGPT Detector	OTB fine-tune	0.999 out-of-domain-text precision but 0.731 F1; unseen-model F1 is 0.705	OpenTuringBench Table 10	One precision cell exceeds 0.90	https://arxiv.org/abs/2301.07597	Primary HC3 paper is public, but the ten-epoch OTB fine-tuned state and threshold are not released.	reconstruction_only	A precision-only high cell masks poor balanced performance and cannot be reproduced as the evaluated state.	Embedded source card E16	only a non-paper-state reconstruction can be built
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:detective	DeTeCtive	OTB Turing Test	0.946 and 0.998 F1 on unseen-model OOD tasks	OpenTuringBench Table 10 E5-E6	Both designated OOD metrics exceed 0.90	https://arxiv.org/abs/2504.11369	Method is cited and public variants exist, but no new immutable OTB-trained state is supplied.	retain_reject	The OTB evaluation alone does not establish the exact state, low-FPR transfer, or near-Binoculars speed needed here.	Embedded source card E16	individually reviewed result fails one or more fixed evidence gates
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:entropy	Entropy	OTB Turing Test	0.999 out-of-domain-text F1 but 0.680 unseen-model F1	OpenTuringBench Table 10	One designated OOD F1 cell exceeds 0.90	https://aclanthology.org/P19-3019/	The public entropy score uses GPT-2-medium plus a paper-fitted logistic layer; no immutable OTB state is released.	retain_reject	A near-perfect easy split beside poor unseen-model transfer cannot establish a general frozen detector or deployment result.	Embedded source card E16	individually reviewed result fails one or more fixed evidence gates
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:fastdetectgpt	FastDetectGPT	OTB Turing Test	0.999 out-of-domain-text F1 but 0.850 unseen-model F1	OpenTuringBench Table 10	One designated OOD F1 cell exceeds 0.90	https://arxiv.org/abs/2310.05130	Primary paper and official implementation are preserved as an existing DW1 control; no new OTB state is introduced.	existing_control	The easy-split high cell and weaker unseen-model result add no newer detector or conclusion-changing evidence.	Embedded source card E16	already assessed public method retained only as a control
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:gltr	GLTR	OTB Turing Test	0.992 and 0.905 F1 on unseen-model OOD tasks	OpenTuringBench Table 10 E5-E6	Both designated OOD metrics exceed 0.90	https://arxiv.org/abs/2504.11369	Formula/tool is public but no new frozen OTB detector state is supplied.	retain_reject	The borderline second OOD score and missing fixed low-FPR/cross-benchmark deployment evidence block advancement.	Embedded source card E16	individually reviewed result fails one or more fixed evidence gates
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:lm-d	LM-D	OTB Turing Test	0.988 and 0.999 F1 on unseen-model OOD tasks	OpenTuringBench Table 10 E5-E6	Both designated OOD metrics exceed 0.90	https://arxiv.org/abs/2504.11369	Paper describes the classifier but releases no immutable trained LM-D detector state.	retain_reject	Strong OTB cells lack a frozen checkpoint, general cross-distribution low-FPR validation, and fixed two-A6000 timing.	Embedded source card E16	individually reviewed result fails one or more fixed evidence gates
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:log-l	Log-Likelihood	OTB Turing Test	0.993 and 0.911 F1 on unseen-model OOD tasks	OpenTuringBench Table 10 E5-E6	Both designated OOD metrics exceed 0.90	https://arxiv.org/abs/2504.11369	Formula is public but depends on likelihood access to a selected language model; no fixed detector state is released.	retain_reject	The two OTB cells do not establish broad cross-benchmark low-FPR accuracy or a fixed near-Binoculars deployment path.	Embedded source card E16	individually reviewed result fails one or more fixed evidence gates
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:log-r	Log-Rank	OTB Turing Test	0.993 and 0.919 F1 on unseen-model OOD tasks	OpenTuringBench Table 10 E5-E6	Both designated OOD metrics exceed 0.90	https://arxiv.org/abs/2504.11369	Formula is public but depends on rank access to a selected language model; no fixed detector state is released.	retain_reject	The two OTB cells do not establish broad cross-benchmark low-FPR accuracy or a fixed near-Binoculars deployment path.	Embedded source card E16	individually reviewed result fails one or more fixed evidence gates
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:lrr	LRR	OTB Turing Test	0.992 and 0.910 F1 on unseen-model OOD tasks	OpenTuringBench Table 10 E5-E6	Both designated OOD metrics exceed 0.90	https://arxiv.org/abs/2306.05540	Official method is public and prior DW1 timing/accuracy evidence already covers LRR.	existing_control	These benchmark cells do not overcome the prior same-host accuracy gap or establish a new 2025 detector.	Embedded source card E16	already assessed public method retained only as a control
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:openai-detector	OpenAI Detector	OTB fine-tune	0.999 out-of-domain-text precision and 0.960 unseen-model precision, but F1 is 0.724/0.887	OpenTuringBench Table 10	Precision cells exceed 0.90	https://huggingface.co/openai-community/roberta-large-openai-detector	The public base checkpoint exists, but the paper fine-tuned model-based methods for ten epochs and releases no exact OTB state.	reconstruction_only	Precision-only high cells with sub-0.90 F1 and a missing fitted state cannot support balanced accuracy, calibration, or timing.	Embedded source card E16	only a non-paper-state reconstruction can be built
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:otbdetector	OTBDetector	paper method	0.981 and 0.999 F1 on unseen-model OOD tasks	OpenTuringBench Table 10 E5-E6	Both designated OOD metrics exceed 0.90	https://arxiv.org/abs/2504.11369	Official dataset is public, but no trained OTBDetector checkpoint or deployable model package is released.	reconstruction_only	Rebuilding the contrastive embedding/centroid classifier would not reproduce the reported state, calibration, or timing.	Embedded source card E16	only a non-paper-state reconstruction can be built
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	2504.11369:rank	Rank	OTB Turing Test	0.996 out-of-domain-text F1 but 0.744 unseen-model F1	OpenTuringBench Table 10	One designated OOD F1 cell exceeds 0.90	https://aclanthology.org/P19-3019/	The public rank score uses GPT-2-medium plus a paper-fitted logistic layer; no immutable OTB state or threshold is released.	retain_reject	One easy OOD-text cell masks failure on unseen models and supplies no fixed cross-benchmark low-FPR or speed evidence.	Embedded source card E16	individually reviewed result fails one or more fixed evidence gates
2505.24523	2025-05-30	Stress-testing Machine Generated Text Detection: Shifting Language Models Writing Style to Fool Detectors	2505.24523:binoculars	Binoculars	paper implementation evaluated by attack study	0.99 macro F1 on original XSUM Llama text, versus 0.79 on original arXiv Llama text and at most 0.61 after DPO	XSUM/M4-Abstract original and adversarial generations	One domain/generator macro-F1 cell exceeds 0.90	https://arxiv.org/abs/2401.12070	Official implementation and primary paper are already preserved as the incumbent control.	existing_control	The narrow in-domain 0.99 cell and cross-domain/adversarial degradation are consistent with the existing bounded conclusion and introduce no newer state.	Embedded source card E22	already assessed public method retained only as a control
2505.24523	2025-05-30	Stress-testing Machine Generated Text Detection: Shifting Language Models Writing Style to Fool Detectors	2505.24523:mage	MAGE Longformer	paper checkpoint evaluated by attack study	0.997 TPR at 5% FPR on original Llama text, but 0.054 TPR at 1% FPR and at most 0.77 macro F1	XSUM/M4-Abstract original and adversarial generations	One fixed-FPR cell exceeds 0.90	https://aclanthology.org/2024.acl-long.3/	Primary public MAGE detector is an older preserved comparison baseline; the attack paper introduces no new detector state.	existing_control	The 0.997 cell requires a permissive five-percent FPR and collapses after DPO, while the stricter one-percent-FPR and macro-F1 results are weak.	Embedded source card E22	already assessed public method retained only as a control
2505.24523	2025-05-30	Stress-testing Machine Generated Text Detection: Shifting Language Models Writing Style to Fool Detectors	2505.24523:radar	RADAR	paper checkpoint evaluated by attack study	0.94 macro F1 and 0.932/0.995 TPR at 1%/5% FPR on original Llama text, falling to 0.324/0.571 after linguistic DPO	XSUM/M4-Abstract original and adversarial generations	Macro F1 and both fixed-FPR cells exceed 0.90	https://arxiv.org/abs/2307.03838	Primary paper, official source, and public checkpoint are preserved as an older adversarially trained control.	existing_control	The explicit high original cells are relevant but add no new detector; the severe attack decline does not overturn the fixed benchmark and constraint assessment.	Embedded source card E22	already assessed public method retained only as a control
2505.24523	2025-05-30	Stress-testing Machine Generated Text Detection: Shifting Language Models Writing Style to Fool Detectors	2505.24523:roberta	RoBERTa	study-fitted supervised detector	1.00 macro F1 on original Llama/Gemma in both domains, with adversarial cells from 0.92 to 0.99	XSUM/M4-Abstract original and adversarial generations	Multiple domain/generator cells exceed 0.90	https://arxiv.org/abs/2505.24523	Official study code and splits are public, but no immutable trained RoBERTa checkpoint, threshold, low-FPR result, or timing is released.	reconstruction_only	Near-perfect benchmark-aligned cells belong to a detector explicitly trained on the study data; reconstructing it would not supply independent transfer or fixed-speed evidence.	Embedded source card E22	only a non-paper-state reconstruction can be built
2505.24523	2025-05-30	Stress-testing Machine Generated Text Detection: Shifting Language Models Writing Style to Fool Detectors	2505.24523:svm	Linear SVM	study-fitted linguistic-profile detector	0.97 macro F1 on original XSUM Gemma and 0.96 on original arXiv Llama text, falling as low as 0.64 after DPO	XSUM/M4-Abstract original and adversarial generations	Two domain/generator cells exceed 0.90	https://arxiv.org/abs/2505.24523	Official study source and splits are public, but no immutable fitted SVM, feature schema bundle, calibration artifact, or timing is released.	reconstruction_only	This study-specific linguistic-profile fit has no frozen state or low-FPR result and its high cells do not establish cross-domain generality or near-Binoculars speed.	Embedded source card E22	only a non-paper-state reconstruction can be built
2507.15286	2025-07-21	Beyond Easy Wins: A Text Hardness-Aware Benchmark for LLM-generated Text Detection	2507.15286:binoculars	Binoculars	SHIELD evaluation	AUROC 0.938, 0.954, 0.906, and 0.855 across four styles	SHIELD writing-style benchmark	Three style aggregates exceed 0.90	https://arxiv.org/abs/2401.12070	Official public implementation is already preserved as the incumbent control.	existing_control	High AUROC coexists with weak weighted-AUROC/URSS robustness; this benchmark does not introduce a newer candidate.	Embedded source card E15	already assessed public method retained only as a control
2507.15286	2025-07-21	Beyond Easy Wins: A Text Hardness-Aware Benchmark for LLM-generated Text Detection	2507.15286:fastdetectgpt	FastDetectGPT	SHIELD evaluation	AUROC 0.931, 0.946, 0.892, and 0.917 across four styles	SHIELD writing-style benchmark	Three style aggregates exceed 0.90	https://arxiv.org/abs/2310.05130	Official public implementation is already preserved as a comparison control.	existing_control	High AUROC cells coexist with poor operational robustness metrics and do not supersede the fixed same-row screen.	Embedded source card E15	already assessed public method retained only as a control
2507.15286	2025-07-21	Beyond Easy Wins: A Text Hardness-Aware Benchmark for LLM-generated Text Detection	2507.15286:radar	RADAR	SHIELD evaluation	0.917 AUROC on one RMM/Gemma cell with URSS 0.311	SHIELD writing-style benchmark	One explicit AUROC cell exceeds 0.90	https://arxiv.org/abs/2307.03838	Primary paper/code are public; no new SHIELD-trained state is introduced.	retain_reject	One high cell with very low robustness score is not a qualifying cross-style aggregate or evidence of a newest replacement.	Embedded source card E15	individually reviewed result fails one or more fixed evidence gates
2509.21269	2025-09-25	LLMTrace: A Corpus for Classification and Fine-Grained Localization of AI-Written Text	2509.21269:bilingual	Mistral-7B classifier	English-Russian bilingual	98.46% mean accuracy and 97.93% TPR at 1% FPR	LLMTrace bilingual test set	Both aggregate fixed metrics exceed 0.90	https://arxiv.org/abs/2509.21269	Dataset and base model are public; no official trained bilingual detector checkpoint is released.	retain_reject	The result is aligned to one constructed bilingual corpus and lacks a frozen classifier, external transfer, or plausible near-Binoculars timing.	Embedded source card E14	individually reviewed result fails one or more fixed evidence gates
