parent_id	account_id	resolution_kind	target_id
2602.08031	2602.08031:dnagpt-m	primary_result	2602.08031:dnagpt-m
2602.08031	2602.08031:repreguard	primary_result	2602.08031:repreguard
2602.08031	2602.08031:repreguard-m	primary_result	2602.08031:repreguard-m
2602.08031	2602.08031:lastde	primary_result	2602.08031:lastde
2602.08031	2602.08031:lastde-m	primary_result	2602.08031:lastde-m
2602.08031	2602.08031:fouriergpt	primary_result	2602.08031:fouriergpt
2602.08031	2602.08031:fouriergpt-m	primary_result	2602.08031:fouriergpt-m
2602.08031	2602.08031:binoculars	primary_result	2602.08031:binoculars
2602.08031	2602.08031:binoculars-m	primary_result	2602.08031:binoculars-m
2602.01240	2602.01240:likelihood	primary_result	2602.01240:likelihood
2602.01240	2602.01240:entropy	primary_result	2602.01240:entropy
2602.01240	2602.01240:rank	primary_result	2602.01240:rank
2602.01240	2602.01240:logrank	primary_result	2602.01240:logrank
2602.01240	2602.01240:llr	primary_result	2602.01240:llr
2602.01240	2602.01240:fastdetectgpt	primary_result	2602.01240:fastdetectgpt
2602.13226	2602.13226:varybalance	primary_result	2602.13226:varybalance
2602.13226	2602.13226:varybalance-expansion	primary_result	2602.13226:varybalance-expansion
2601.20006	2601.20006:external-deberta	primary_result	2601.20006:external-deberta
2601.20006	2601.20006:master-llama31-8b	primary_result	2601.20006:master-llama31-8b
2601.20006	2601.20006:master-llama32-3b	primary_result	2601.20006:master-llama32-3b
2601.20006	2601.20006:master-phi3-mini	primary_result	2601.20006:master-phi3-mini
2601.20006	2601.20006:master-phi3-small	primary_result	2601.20006:master-phi3-small
2601.20006	2601.20006:master-phi3-medium	primary_result	2601.20006:master-phi3-medium
2601.20006	2601.20006:master-phi35-mini	primary_result	2601.20006:master-phi35-mini
2601.20006	2601.20006:master-phi4-mini	primary_result	2601.20006:master-phi4-mini
2601.20006	2601.20006:master-phi4	primary_result	2601.20006:master-phi4
2601.20006	2601.20006:master-ministral8b	primary_result	2601.20006:master-ministral8b
2601.20006	2601.20006:master-mistral-nemo	primary_result	2601.20006:master-mistral-nemo
2601.20006	2601.20006:master-qwen2-7b	primary_result	2601.20006:master-qwen2-7b
2601.20006	2601.20006:master-qwen25-3b	primary_result	2601.20006:master-qwen25-3b
2601.20006	2601.20006:master-qwen25-7b	primary_result	2601.20006:master-qwen25-7b
2601.20006	2601.20006:master-qwen25-14b	primary_result	2601.20006:master-qwen25-14b
2601.20006	2601.20006:master-falcon3-3b	primary_result	2601.20006:master-falcon3-3b
2601.20006	2601.20006:master-falcon3-7b	primary_result	2601.20006:master-falcon3-7b
2601.20006	2601.20006:gpt41nano-llama31-8b	primary_result	2601.20006:gpt41nano-llama31-8b
2601.20006	2601.20006:gpt41nano-llama32-3b	primary_result	2601.20006:gpt41nano-llama32-3b
2601.20006	2601.20006:gpt41nano-phi3-mini	primary_result	2601.20006:gpt41nano-phi3-mini
2601.20006	2601.20006:gpt41nano-phi3-small	primary_result	2601.20006:gpt41nano-phi3-small
2601.20006	2601.20006:gpt41nano-phi3-medium	primary_result	2601.20006:gpt41nano-phi3-medium
2601.20006	2601.20006:gpt41nano-phi35-mini	primary_result	2601.20006:gpt41nano-phi35-mini
2601.20006	2601.20006:gpt41nano-phi4-mini	primary_result	2601.20006:gpt41nano-phi4-mini
2601.20006	2601.20006:gpt41nano-phi4	primary_result	2601.20006:gpt41nano-phi4
2601.20006	2601.20006:gpt41nano-ministral8b	primary_result	2601.20006:gpt41nano-ministral8b
2601.20006	2601.20006:gpt41nano-mistral-nemo	primary_result	2601.20006:gpt41nano-mistral-nemo
2601.20006	2601.20006:gpt41nano-qwen2-7b	primary_result	2601.20006:gpt41nano-qwen2-7b
2601.20006	2601.20006:gpt41nano-qwen25-3b	primary_result	2601.20006:gpt41nano-qwen25-3b
2601.20006	2601.20006:gpt41nano-qwen25-7b	primary_result	2601.20006:gpt41nano-qwen25-7b
2601.20006	2601.20006:gpt41nano-qwen25-14b	primary_result	2601.20006:gpt41nano-qwen25-14b
2601.20006	2601.20006:gpt41nano-falcon3-3b	primary_result	2601.20006:gpt41nano-falcon3-3b
2601.20006	2601.20006:gpt41nano-falcon3-7b	primary_result	2601.20006:gpt41nano-falcon3-7b
2601.20006	2601.20006:self-phi35-mini	primary_result	2601.20006:self-phi35-mini
2601.20006	2601.20006:self-mistral-nemo	primary_result	2601.20006:self-mistral-nemo
2601.20006	2601.20006:family-llama31-8b	primary_result	2601.20006:family-llama31-8b
2601.20006	2601.20006:ensemble-per-llm	primary_result	2601.20006:ensemble-per-llm
2601.20006	2601.20006:ensemble-per-family	primary_result	2601.20006:ensemble-per-family
2601.04833	2601.04833:likelihood	primary_result	2601.04833:likelihood
2601.04833	2601.04833:logrank	primary_result	2601.04833:logrank
2601.04833	2601.04833:fastdetectgpt	primary_result	2601.04833:fastdetectgpt
2601.04833	2601.04833:lastde	primary_result	2601.04833:lastde
2601.04833	2601.04833:diveye	primary_result	2601.04833:diveye
2601.04833	2601.04833:dd	primary_result	2601.04833:dd
2601.04833	2601.04833:lv	primary_result	2601.04833:lv
2601.04833	2601.04833:tsd	primary_result	2601.04833:tsd
2601.04833	2601.04833:tsd-plus	primary_result	2601.04833:tsd-plus
2601.04641	2601.04641:likelihood	primary_result	2601.04641:likelihood
2601.04641	2601.04641:rank	primary_result	2601.04641:rank
2601.04641	2601.04641:rank-gltr	primary_result	2601.04641:rank-gltr
2601.04641	2601.04641:entropy	primary_result	2601.04641:entropy
2601.04641	2601.04641:logrank	primary_result	2601.04641:logrank
2601.04641	2601.04641:binoculars	primary_result	2601.04641:binoculars
2601.04641	2601.04641:distilbert-f	primary_result	2601.04641:distilbert-f
2601.04641	2601.04641:roberta-f	primary_result	2601.04641:roberta-f
2601.03812	2601.03812:bilstm	primary_result	2601.03812:bilstm
2601.03812	2601.03812:distilbert	primary_result	2601.03812:distilbert
2512.21709	2512.21709:xlm-roberta-large	embedded_result	2512.21709:xlm-roberta-large
2512.21709	2512.21709:mdeberta-v3-base	embedded_result	2512.21709:mdeberta-v3-base
2512.21709	2512.21709:banglabert-base	embedded_result	2512.21709:banglabert-base
2512.21709	2512.21709:multilingual-bert	embedded_result	2512.21709:multilingual-bert
2512.21709	2512.21709:zeroshot-banglabert	embedded_result	2512.21709:zeroshot-banglabert
2512.21709	2512.21709:zeroshot-indicbert	embedded_result	2512.21709:zeroshot-indicbert
2512.21709	2512.21709:zeroshot-multilingualbert	embedded_result	2512.21709:zeroshot-multilingualbert
2512.09292	2512.09292:glimpse	embedded_result	2512.09292:glimpse
2512.09292	2512.09292:binoculars	embedded_result	2512.09292:binoculars
2512.09292	2512.09292:desklib	embedded_result	2512.09292:desklib
2511.21744	2511.21744:cnn	primary_result	2511.21744:cnn
2511.21744	2511.21744:random-forest	primary_result	2511.21744:random-forest
2511.21744	2511.21744:ai-generated-text-detection	primary_result	2511.21744:ai-generated-text-detection
2511.21744	2511.21744:detective-comparator	primary_result	2511.21744:detective-comparator
2511.21744	2511.21744:restricted-embeddings	primary_result	2511.21744:restricted-embeddings
2511.21744	2511.21744:chatgpt-detector	primary_result	2511.21744:chatgpt-detector
2511.21744	2511.21744:roberta-bilstm	primary_result	2511.21744:roberta-bilstm
2511.21744	2511.21744:styloai-education	primary_result	2511.21744:styloai-education
2511.17402	2511.17402:roberta-bne	primary_result	2511.17402:roberta-bne
2511.17402	2511.17402:pucp-xgb	primary_result	2511.17402:pucp-xgb
2511.01192	2511.01192:domain-f1	primary_result	2511.01192:domain-f1
2511.01192	2511.01192:domain-entropy	primary_result	2511.01192:domain-entropy
2511.01192	2511.01192:reward-f1	primary_result	2511.01192:reward-f1
2511.01192	2511.01192:reward-entropy	primary_result	2511.01192:reward-entropy
2511.00988	2511.00988:chatgpt-e	primary_result	2511.00988:chatgpt-e
2511.00988	2511.00988:mpu-e	primary_result	2511.00988:mpu-e
2511.00988	2511.00988:radar-e	primary_result	2511.00988:radar-e
2511.00988	2511.00988:ours-kd	primary_result	2511.00988:ours-kd
2510.20610	2510.20610:xlm-roberta	primary_result	2510.20610:xlm-roberta
2510.19492	2510.19492:loss	embedded_result	2510.19492:loss
2510.19492	2510.19492:logrank	embedded_result	2510.19492:logrank
2510.19492	2510.19492:min-k	embedded_result	2510.19492:min-k
2510.19492	2510.19492:min-k-plus-plus	embedded_result	2510.19492:min-k-plus-plus
2510.19492	2510.19492:fastdetectgpt	embedded_result	2510.19492:fastdetectgpt
2510.19492	2510.19492:binoculars	embedded_result	2510.19492:binoculars
2510.19492	2510.19492:detectllm	embedded_result	2510.19492:detectllm
2510.19492	2510.19492:lastde-plus-plus	embedded_result	2510.19492:lastde-plus-plus
2510.19492	2510.19492:rank	embedded_result	2510.19492:rank
2510.19492	2510.19492:entropy	embedded_result	2510.19492:entropy
2510.19492	2510.19492:reference	embedded_result	2510.19492:reference
2510.19492	2510.19492:zlib	embedded_result	2510.19492:zlib
2510.19492	2510.19492:neighborhood	embedded_result	2510.19492:neighborhood
2510.19492	2510.19492:recall	embedded_result	2510.19492:recall
2510.19492	2510.19492:dc-pdd	embedded_result	2510.19492:dc-pdd
2510.19492	2510.19492:detectgpt	embedded_result	2510.19492:detectgpt
2510.16573	2510.16573:mdeberta-v3-base	embedded_result	2510.16573:mdeberta-v3-base
2510.16573	2510.16573:distilbert-multilingual	embedded_result	2510.16573:distilbert-multilingual
2510.16573	2510.16573:xlm-roberta-base	embedded_result	2510.16573:xlm-roberta-base
2510.16549	2510.16549:bert-rs	primary_result	2510.16549:bert-rs
2510.16549	2510.16549:scibert-rs	primary_result	2510.16549:scibert-rs
2510.16549	2510.16549:roberta-rs	primary_result	2510.16549:roberta-rs
2510.16549	2510.16549:llama31-rs	primary_result	2510.16549:llama31-rs
2510.16549	2510.16549:qwen3-rs	primary_result	2510.16549:qwen3-rs
2510.12608	2510.12608:fastdetectgpt	primary_result	2510.12608:fastdetectgpt
2510.12608	2510.12608:raidar	primary_result	2510.12608:raidar
2510.12608	2510.12608:r-detect	primary_result	2510.12608:r-detect
2510.12608	2510.12608:style-tfidf	primary_result	2510.12608:style-tfidf
2510.12608	2510.12608:style-word2vec	primary_result	2510.12608:style-word2vec
2510.12608	2510.12608:style-bert	primary_result	2510.12608:style-bert
2510.12608	2510.12608:style-sbert	primary_result	2510.12608:style-sbert
2510.12476	2510.12476:lastde	embedded_result	2510.12476:lastde
2510.12476	2510.12476:lastde-plus-plus	embedded_result	2510.12476:lastde-plus-plus
2510.12476	2510.12476:log-likelihood	embedded_result	2510.12476:log-likelihood
2510.12476	2510.12476:logrank	embedded_result	2510.12476:logrank
2510.12476	2510.12476:detect-lrr	embedded_result	2510.12476:detect-lrr
2510.12476	2510.12476:fastdetectgpt	embedded_result	2510.12476:fastdetectgpt
2510.12476	2510.12476:roberta-m4	embedded_result	2510.12476:roberta-m4
2510.12476	2510.12476:detective-m4	embedded_result	2510.12476:detective-m4
2510.03502	2510.03502:arabertv2-large	embedded_result	2510.03502:arabertv2-large
2510.03502	2510.03502:araelectra	embedded_result	2510.03502:araelectra
2510.03502	2510.03502:arabertv2-base	embedded_result	2510.03502:arabertv2-base
2510.03502	2510.03502:xlm-r-large	embedded_result	2510.03502:xlm-r-large
2510.03502	2510.03502:asafaya-bert-large	embedded_result	2510.03502:asafaya-bert-large
2510.03502	2510.03502:xlm-r-base	embedded_result	2510.03502:xlm-r-base
2510.03502	2510.03502:marbert	embedded_result	2510.03502:marbert
2510.03502	2510.03502:asafaya-bert-base	embedded_result	2510.03502:asafaya-bert-base
2510.03502	2510.03502:arberv2	embedded_result	2510.03502:arberv2
2510.03502	2510.03502:google-mbert	embedded_result	2510.03502:google-mbert
2510.03502	2510.03502:linearsvc	embedded_result	2510.03502:linearsvc
2510.03502	2510.03502:logistic-regression	embedded_result	2510.03502:logistic-regression
2510.03502	2510.03502:random-forest	embedded_result	2510.03502:random-forest
2510.00890	2510.00890:scispandet	primary_result	2510.00890:scispandet
2510.00890	2510.00890:no-sd	primary_result	2510.00890:no-sd
2510.00890	2510.00890:no-graphenc	primary_result	2510.00890:no-graphenc
2510.00890	2510.00890:no-mc	primary_result	2510.00890:no-mc
2510.00890	2510.00890:no-sl	primary_result	2510.00890:no-sl
2510.00890	2510.00890:no-calibration	primary_result	2510.00890:no-calibration
2510.00890	2510.00890:no-pc	primary_result	2510.00890:no-pc
2509.26051	2509.26051:llama-3.2-3b	embedded_result	2509.26051:llama-3.2-3b
2509.26051	2509.26051:mdeberta-v3-base	embedded_result	2509.26051:mdeberta-v3-base
2509.26051	2509.26051:gemma-2-2b	embedded_result	2509.26051:gemma-2-2b
2509.26051	2509.26051:xlm-roberta-base	embedded_result	2509.26051:xlm-roberta-base
2509.26051	2509.26051:llama-news-hr-hu-cs	embedded_result	2509.26051:llama-news-hr-hu-cs
2509.26051	2509.26051:llama-tpr-pl	embedded_result	2509.26051:llama-tpr-pl
2509.26051	2509.26051:mdeberta-generator-de-pl-hr-hu-cs	embedded_result	2509.26051:mdeberta-generator-de-pl-hr-hu-cs
2509.26051	2509.26051:mdeberta-news-cs	embedded_result	2509.26051:mdeberta-news-cs
2509.26051	2509.26051:mdeberta-social-de	embedded_result	2509.26051:mdeberta-social-de
2509.26051	2509.26051:mdeberta-tpr-de-pl-hr-hu	embedded_result	2509.26051:mdeberta-tpr-de-pl-hr-hu
2509.26051	2509.26051:gemma-social-de-pl-hr-hu-cs	embedded_result	2509.26051:gemma-social-de-pl-hr-hu-cs
2509.26051	2509.26051:gemma-tpr-de-pl-hr-hu	embedded_result	2509.26051:gemma-tpr-de-pl-hr-hu
2509.26051	2509.26051:xlm-social-de-pl	embedded_result	2509.26051:xlm-social-de-pl
2509.26051	2509.26051:xlm-tpr-de-cs	embedded_result	2509.26051:xlm-tpr-de-cs
2509.26051	2509.26051:fastdetectgpt	embedded_result	2509.26051:fastdetectgpt
2509.26051	2509.26051:binoculars	embedded_result	2509.26051:binoculars
2509.26051	2509.26051:llm-deviation	embedded_result	2509.26051:llm-deviation
2509.25154	2509.25154:roberta	primary_result	2509.25154:roberta
2509.25154	2509.25154:roberta-candidates	primary_result	2509.25154:roberta-candidates
2509.25154	2509.25154:longformer	primary_result	2509.25154:longformer
2509.25154	2509.25154:longformer-candidates	primary_result	2509.25154:longformer-candidates
2509.25154	2509.25154:jdetector-lgbm	primary_result	2509.25154:jdetector-lgbm
2509.25154	2509.25154:jdetector-rf	primary_result	2509.25154:jdetector-rf
2509.25154	2509.25154:jdetector-xgb	primary_result	2509.25154:jdetector-xgb
2509.25154	2509.25154:jdetector-no-llm	primary_result	2509.25154:jdetector-no-llm
2509.25154	2509.25154:jdetector-no-linguistic	primary_result	2509.25154:jdetector-no-linguistic
2509.22147	2509.22147:word2vec-lr	primary_result	2509.22147:word2vec-lr
2509.22147	2509.22147:word2vec-rf	primary_result	2509.22147:word2vec-rf
2509.22147	2509.22147:word2vec-xgb	primary_result	2509.22147:word2vec-xgb
2509.22147	2509.22147:word2vec-lda	primary_result	2509.22147:word2vec-lda
2509.22147	2509.22147:word2vec-svm	primary_result	2509.22147:word2vec-svm
2509.22147	2509.22147:tfidf-lr	primary_result	2509.22147:tfidf-lr
2509.22147	2509.22147:tfidf-rf	primary_result	2509.22147:tfidf-rf
2509.22147	2509.22147:tfidf-xgb	primary_result	2509.22147:tfidf-xgb
2509.22147	2509.22147:tfidf-lda	primary_result	2509.22147:tfidf-lda
2509.22147	2509.22147:tfidf-svm	primary_result	2509.22147:tfidf-svm
2509.22147	2509.22147:binary-cnn	primary_result	2509.22147:binary-cnn
2509.22147	2509.22147:binary-rnn	primary_result	2509.22147:binary-rnn
2509.22147	2509.22147:binary-lstm	primary_result	2509.22147:binary-lstm
2509.22147	2509.22147:binary-bilstm	primary_result	2509.22147:binary-bilstm
2509.22147	2509.22147:binary-bigru	primary_result	2509.22147:binary-bigru
2509.22147	2509.22147:binary-cnn-lstm	primary_result	2509.22147:binary-cnn-lstm
2509.22147	2509.22147:binary-cnn-bilstm	primary_result	2509.22147:binary-cnn-bilstm
2509.22147	2509.22147:binary-cnn-bigru	primary_result	2509.22147:binary-cnn-bigru
2509.22147	2509.22147:binary-bert	primary_result	2509.22147:binary-bert
2509.22147	2509.22147:binary-distilbert	primary_result	2509.22147:binary-distilbert
2509.22147	2509.22147:binary-roberta	primary_result	2509.22147:binary-roberta
2509.22147	2509.22147:binary-deberta	primary_result	2509.22147:binary-deberta
2509.22147	2509.22147:binary-modernbert	primary_result	2509.22147:binary-modernbert
2509.22147	2509.22147:implicit-bert	primary_result	2509.22147:implicit-bert
2509.22147	2509.22147:implicit-distilbert	primary_result	2509.22147:implicit-distilbert
2509.22147	2509.22147:implicit-roberta	primary_result	2509.22147:implicit-roberta
2509.22147	2509.22147:implicit-deberta	primary_result	2509.22147:implicit-deberta
2509.22147	2509.22147:implicit-modernbert	primary_result	2509.22147:implicit-modernbert
2509.21269	2509.21269:english-only	embedded_result	2509.21269:english-only
2509.21269	2509.21269:russian-only	embedded_result	2509.21269:russian-only
2509.21269	2509.21269:bilingual	embedded_result	2509.21269:bilingual
2509.18880	2509.18880:gpt2	primary_result	2509.18880:gpt2
2509.18880	2509.18880:falcon7b	primary_result	2509.18880:falcon7b
2509.18880	2509.18880:llama31-8b	primary_result	2509.18880:llama31-8b
2509.18880	2509.18880:mistral7b	primary_result	2509.18880:mistral7b
2509.18880	2509.18880:e5-small-lora	primary_result	2509.18880:e5-small-lora
2509.18880	2509.18880:desklib	primary_result	2509.18880:desklib
2509.18880	2509.18880:superannotate	primary_result	2509.18880:superannotate
2509.18880	2509.18880:boost-radar	primary_result	2509.18880:boost-radar
2509.18880	2509.18880:boost-detectllm	primary_result	2509.18880:boost-detectllm
2509.18880	2509.18880:boost-fastdetectgpt	primary_result	2509.18880:boost-fastdetectgpt
2509.18880	2509.18880:boost-biscope	primary_result	2509.18880:boost-biscope
2510.02319	2510.02319:bert	primary_result	2510.02319:bert
2510.02319	2510.02319:distilbert	primary_result	2510.02319:distilbert
2510.02319	2510.02319:roberta	primary_result	2510.02319:roberta
2510.02319	2510.02319:xlnet	primary_result	2510.02319:xlnet
2510.02319	2510.02319:albert	primary_result	2510.02319:albert
2510.02319	2510.02319:deberta	primary_result	2510.02319:deberta
2510.02319	2510.02319:modernbert	primary_result	2510.02319:modernbert
2510.02319	2510.02319:adv-modernbert	primary_result	2510.02319:adv-modernbert
2510.02319	2510.02319:pife-modernbert	primary_result	2510.02319:pife-modernbert
2510.02319	2510.02319:fastdetectgpt	primary_result	2510.02319:fastdetectgpt
2510.02319	2510.02319:glimpse	primary_result	2510.02319:glimpse
2510.02319	2510.02319:binoculars	primary_result	2510.02319:binoculars
2510.02319	2510.02319:logrank	primary_result	2510.02319:logrank
2509.15550	2509.15550:biscope	primary_result	2509.15550:biscope
2509.15550	2509.15550:entropy	primary_result	2509.15550:entropy
2509.15550	2509.15550:likelihood	primary_result	2509.15550:likelihood
2509.15550	2509.15550:logrank	primary_result	2509.15550:logrank
2509.15550	2509.15550:detectgpt	primary_result	2509.15550:detectgpt
2509.15550	2509.15550:fastdetectgpt	primary_result	2509.15550:fastdetectgpt
2509.15550	2509.15550:binoculars	primary_result	2509.15550:binoculars
2509.15550	2509.15550:lastde-plus	primary_result	2509.15550:lastde-plus
2509.15550	2509.15550:revise-detect	primary_result	2509.15550:revise-detect
2509.15550	2509.15550:dna-default	primary_result	2509.15550:dna-default
2509.15550	2509.15550:dna-low-high	primary_result	2509.15550:dna-low-high
2509.15550	2509.15550:dna-high-low	primary_result	2509.15550:dna-high-low
2509.15550	2509.15550:dna-sequential	primary_result	2509.15550:dna-sequential
2509.15550	2509.15550:dna-mistral	primary_result	2509.15550:dna-mistral
2509.15550	2509.15550:dna-llama2	primary_result	2509.15550:dna-llama2
2509.15550	2509.15550:dna-llama3	primary_result	2509.15550:dna-llama3
2509.14268	2509.14268:qwen2-0.5b	primary_result	2509.14268:qwen2-0.5b
2509.14268	2509.14268:gpt-j-6b	primary_result	2509.14268:gpt-j-6b
2509.14268	2509.14268:gpt-neo-2.7b	primary_result	2509.14268:gpt-neo-2.7b
2509.02499	2509.02499:lr-roberta	primary_result	2509.02499:lr-roberta
2509.02499	2509.02499:lr-fastdetectgpt	primary_result	2509.02499:lr-fastdetectgpt
2509.02499	2509.02499:lr-lastde	primary_result	2509.02499:lr-lastde
2509.02499	2509.02499:xg-roberta	primary_result	2509.02499:xg-roberta
2509.02499	2509.02499:xg-fastdetectgpt	primary_result	2509.02499:xg-fastdetectgpt
2509.02499	2509.02499:xg-lastde	primary_result	2509.02499:xg-lastde
2509.00731	2509.00731:roberta	primary_result	2509.00731:roberta
2509.00731	2509.00731:bert	primary_result	2509.00731:bert
2509.00731	2509.00731:fasttext	primary_result	2509.00731:fasttext
2509.00731	2509.00731:qwen-r4	primary_result	2509.00731:qwen-r4
2509.00731	2509.00731:qwen-r8	primary_result	2509.00731:qwen-r8
2509.00731	2509.00731:qwen-r16	primary_result	2509.00731:qwen-r16
2509.00731	2509.00731:deepseek-r4	primary_result	2509.00731:deepseek-r4
2509.00731	2509.00731:deepseek-r8	primary_result	2509.00731:deepseek-r8
2509.00731	2509.00731:deepseek-r16	primary_result	2509.00731:deepseek-r16
2509.00623	2509.00623:roberta-base	primary_result	2509.00623:roberta-base
2509.00623	2509.00623:tfidf-svm	primary_result	2509.00623:tfidf-svm
2509.00623	2509.00623:candace	primary_result	2509.00623:candace
2508.18715	2508.18715:random-forest	primary_result	2508.18715:random-forest
2508.18715	2508.18715:mlp	primary_result	2508.18715:mlp
2508.18715	2508.18715:faithshap-1	primary_result	2508.18715:faithshap-1
2508.18715	2508.18715:faithshap-3	primary_result	2508.18715:faithshap-3
2508.18715	2508.18715:stii-1	primary_result	2508.18715:stii-1
2508.18715	2508.18715:stii-3	primary_result	2508.18715:stii-3
2508.18715	2508.18715:ig-1	primary_result	2508.18715:ig-1
2508.18715	2508.18715:ig-3	primary_result	2508.18715:ig-3
2508.18715	2508.18715:distilgpt2	primary_result	2508.18715:distilgpt2
2508.18715	2508.18715:distilroberta	primary_result	2508.18715:distilroberta
2508.18715	2508.18715:roberta	primary_result	2508.18715:roberta
2508.13768	2508.13768:roberta-base	primary_result	2508.13768:roberta-base
2508.13768	2508.13768:roberta-large	primary_result	2508.13768:roberta-large
2508.11933	2508.11933:raidar	primary_result	2508.11933:raidar
2508.11933	2508.11933:gpt4o-direct	primary_result	2508.11933:gpt4o-direct
2508.11933	2508.11933:gpt-cot	primary_result	2508.11933:gpt-cot
2508.11933	2508.11933:gpt-react	primary_result	2508.11933:gpt-react
2508.11933	2508.11933:gpt35	primary_result	2508.11933:gpt35
2508.11933	2508.11933:gpt4o	primary_result	2508.11933:gpt4o
2508.11933	2508.11933:llama3-70b	primary_result	2508.11933:llama3-70b
2508.11933	2508.11933:gpt4o-mini	primary_result	2508.11933:gpt4o-mini
2508.11933	2508.11933:gemini15-pro	primary_result	2508.11933:gemini15-pro
2508.11933	2508.11933:deepseek-v3	primary_result	2508.11933:deepseek-v3
2508.11343	2508.11343:specdetect	primary_result	2508.11343:specdetect
2508.11343	2508.11343:specdetect-plus	primary_result	2508.11343:specdetect-plus
2508.11343	2508.11343:likelihood	primary_result	2508.11343:likelihood
2508.11343	2508.11343:logrank	primary_result	2508.11343:logrank
2508.11343	2508.11343:entropy	primary_result	2508.11343:entropy
2508.11343	2508.11343:detectlrr	primary_result	2508.11343:detectlrr
2508.11343	2508.11343:lastde	primary_result	2508.11343:lastde
2508.11343	2508.11343:detectgpt	primary_result	2508.11343:detectgpt
2508.11343	2508.11343:detectnpr	primary_result	2508.11343:detectnpr
2508.11343	2508.11343:dnagpt	primary_result	2508.11343:dnagpt
2508.11343	2508.11343:fastdetectgpt	primary_result	2508.11343:fastdetectgpt
2508.11343	2508.11343:lastde-plus	primary_result	2508.11343:lastde-plus
2508.06913	2508.06913:sdc	primary_result	2508.06913:sdc
2508.06913	2508.06913:sdp	primary_result	2508.06913:sdp
2508.01754	2508.01754:radar	primary_result	2508.01754:radar
2508.01754	2508.01754:tdt	primary_result	2508.01754:tdt
2507.23577	2507.23577:tdetect	primary_result	2507.23577:tdetect
2507.23577	2507.23577:ct-tdetect	primary_result	2507.23577:ct-tdetect
2507.15286	2507.15286:binoculars	embedded_result	2507.15286:binoculars
2507.15286	2507.15286:fastdetectgpt	embedded_result	2507.15286:fastdetectgpt
2507.15286	2507.15286:radar	embedded_result	2507.15286:radar
2507.05157	2507.05157:gpt4o-mini	primary_result	2507.05157:gpt4o-mini
2507.05157	2507.05157:bert	primary_result	2507.05157:bert
2507.05157	2507.05157:llama3-8b	primary_result	2507.05157:llama3-8b
2506.15683	2506.15683:full	primary_result	2506.15683:full
2506.15683	2506.15683:without-bfe	primary_result	2506.15683:without-bfe
2506.15683	2506.15683:without-cl	primary_result	2506.15683:without-cl
2506.15683	2506.15683:without-moe	primary_result	2506.15683:without-moe
2506.15683	2506.15683:roberta-baseline	primary_result	2506.15683:roberta-baseline
2506.15683	2506.15683:t5-sentinel-baseline	primary_result	2506.15683:t5-sentinel-baseline
2506.15683	2506.15683:detective-baseline	primary_result	2506.15683:detective-baseline
2506.15683	2506.15683:seqxgpt-baseline	primary_result	2506.15683:seqxgpt-baseline
2506.15683	2506.15683:dna-gpt-baseline	primary_result	2506.15683:dna-gpt-baseline
2506.15683	2506.15683:detectgpt-baseline	primary_result	2506.15683:detectgpt-baseline
2506.15683	2506.15683:fastdetectgpt-baseline	primary_result	2506.15683:fastdetectgpt-baseline
2506.15683	2506.15683:hastewire	primary_result	2506.15683:hastewire
2506.06705	2506.06705:general	primary_result	2506.06705:general
2506.06705	2506.06705:medical	primary_result	2506.06705:medical
2506.06705	2506.06705:legal	primary_result	2506.06705:legal
2506.06705	2506.06705:without-adaptation	primary_result	2506.06705:without-adaptation
2506.06705	2506.06705:divscore-mistral	primary_result	2506.06705:divscore-mistral
2506.06705	2506.06705:divscore-falcon	primary_result	2506.06705:divscore-falcon
2506.06705	2506.06705:divscore-qwen	primary_result	2506.06705:divscore-qwen
2506.06705	2506.06705:divscore-llama	primary_result	2506.06705:divscore-llama
2506.06705	2506.06705:entropy-mistral	primary_result	2506.06705:entropy-mistral
2506.06705	2506.06705:entropy-falcon	primary_result	2506.06705:entropy-falcon
2506.06705	2506.06705:entropy-qwen	primary_result	2506.06705:entropy-qwen
2506.06705	2506.06705:entropy-llama	primary_result	2506.06705:entropy-llama
2506.06705	2506.06705:cross-entropy-qwen	primary_result	2506.06705:cross-entropy-qwen
2506.06705	2506.06705:roberta-base	primary_result	2506.06705:roberta-base
2506.06705	2506.06705:roberta-large	primary_result	2506.06705:roberta-large
2506.06705	2506.06705:entropy	primary_result	2506.06705:entropy
2506.06705	2506.06705:rank	primary_result	2506.06705:rank
2506.06705	2506.06705:logrank	primary_result	2506.06705:logrank
2506.06705	2506.06705:likelihood	primary_result	2506.06705:likelihood
2506.06705	2506.06705:detectgpt	primary_result	2506.06705:detectgpt
2506.06705	2506.06705:fastdetectgpt	primary_result	2506.06705:fastdetectgpt
2506.06705	2506.06705:binoculars	primary_result	2506.06705:binoculars
2506.02959	2506.02959:deberta	primary_result	2506.02959:deberta
2506.02959	2506.02959:seqxgpt	primary_result	2506.02959:seqxgpt
2506.02959	2506.02959:detectgpt	primary_result	2506.02959:detectgpt
2506.02959	2506.02959:npr	primary_result	2506.02959:npr
2506.02959	2506.02959:fastdetectgpt	primary_result	2506.02959:fastdetectgpt
2506.02959	2506.02959:logprob	primary_result	2506.02959:logprob
2506.02959	2506.02959:rank	primary_result	2506.02959:rank
2506.02959	2506.02959:logrank	primary_result	2506.02959:logrank
2506.02959	2506.02959:entropy	primary_result	2506.02959:entropy
